917,3
1351,27
1858,16
975,2
1618,53
1382,46
1940,17
1836,8
1741,13
1118,10
1702,15
1443,68
1038,85
1941,60
1720,14
1004,142
1360,7
1235,75
1355,134
1601,124
1057,1
844,5
1864,26
1257,4
1589,174
794,130
1233,94
1048,81
1889,131
1254,35
1442,211
1938,99
1252,71
1231,76
1887,172
1123,69
831,92
1112,43
843,151
1957,106
1654,24
884,36
1349,103
1664,72
1599,45
1116,52
890,207
1044,21
1518,25
1660,77
1540,119
1671,11
1634,12
1522,51
865,34
1597,49
1875,79
864,32
853,66
1343,20
846,83
1561,67
1933,105
1697,108
1081,57
1438,118
921,86
1810,107
1796,93
1696,28
1350,137
1739,169
947,87
941,164
1283,122
1479,38
1467,227
828,102
1024,73
1515,161
1834,56
1711,184
1434,126
1738,204
1444,138
950,18
944,97
1127,278
1541,145
1046,306
1234,95
842,62
1847,320
1708,148
1449,88
1319,230
1969,277
1053,63
1416,64
1385,33
796,59
1644,226
790,289
1206,19
1699,415
1504,82
1551,48
1897,113
1861,140
1445,37
1185,120
1124,30
1317,110
964,101
1712,152
266,47
169,116
859,22
1492,175
1682,125
1135,70
1435,154
793,123
953,165
1925,127
1357,139
68,42
295,189
1183,193
1297,195
1125,23
1560,41
971,112
581,78
1214,159
43,74
1031,100
1841,228
390,157
1761,167
1923,153
1323,129
1256,177
1192,182
1298,188
1698,199
1364,241
235,40
618,190
412,221
1414,222
1549,217
936,89
1146,109
1574,215
1007,98
1907,198
1769,168
1873,50
1530,261
1241,255
1224,136
1670,156
823,96
999,244
956,39
1837,218
1094,162
458,147
898,158
1960,150
856,155
1227,91
1562,293
1040,223
1327,205
1133,238
1794,208
836,202
913,231
1454,163
1325,299
271,58
1822,316
1085,251
1959,355
1346,300
927,312
1273,237
1099,65
1174,176
1114,9
1242,252
854,185
837,187
1197,341
484,128
1338,248
906,201
1592,340
1926,236
1814,80
1229,457
1187,210
1611,55
1557,234
723,349
926,203
1439,345
1482,294
1152,522
1588,595
903,407
1313,359
446,44
1456,353
121,736
1138,370
1110,10
1749,14
1503,26
1455,46
441,7
289,60
1301,207
620,72
1402,36
375,45
540,75
286,25
485,1
194,121
1872,180
447,111
1204,240
1878,216
105,213
502,259
202,16
255,318
1825,192
1623,273
732,209
855,301
961,170
715,245
792,219
1666,290
1577,351
1134,274
1101,17
993,264
187,389
1109,224
1061,181
967,402
1354,387
1910,143
1659,511
1647,76
960,442
1291,2
265,24
654,62
1704,3
894,35
972,51
1962,13
1296,69
891,92
1315,64
1079,134
924,53
712,27
1951,102
377,164
867,57
1591,131
325,20
463,83
439,161
584,8
1215,105
959,130
986,4
949,103
1640,81
1753,107
108,122
1846,142
1976,277
1427,85
1262,289
705,172
1716,5
889,54
145,106
537,174
1332,33
1890,151
1510,146
343,29
1855,186
1661,214
30,169
1320,104
1312,211
1723,260
1827,257
381,271
1844,191
1679,268
512,90
141,286
1950,141
1412,279
799,258
832,302
547,330
1154,267
276,171
738,292
217,225
1246,315
1266,325
1584,282
818,256
1251,178
1365,287
1428,291
1728,200
1638,283
1067,403
1952,357
595,385
782,220
718,416
239,348
1165,421
1395,307
361,393
1892,382
1200,310
1729,454
374,399
1106,319
1755,243
1399,474
1745,410
693,275
268,406
1258,317
1474,119
490,337
1236,508
1072,324
311,266
1270,456
545,480
556,519
1055,405
1877,448
1100,417
177,510
1594,206
1735,346
298,311
1321,503
744,61
508,71
638,471
20,526
624,488
1300,323
881,643
719,383
37,428
1043,475
1752,590
1785,427
117,463
459,117
1575,827
460,183
910,764
659,31
958,32
1521,47
245,63
1237,37
1098,49
370,11
203,101
1129,79
1559,15
1543,67
1912,86
621,96
752,128
1196,56
315,38
1863,112
39,21
1546,97
976,94
626,147
127,204
571,124
231,116
61,188
1621,189
72,89
1792,93
1757,159
352,66
1685,48
76,163
221,108
256,40
1211,136
598,165
35,44
143,58
1294,238
418,218
812,182
1286,293
1006,73
86,226
144,9
1009,133
754,244
1791,123
1191,118
1470,114
24,355
49,176
251,42
1499,202
544,34
305,157
615,84
79,100
676,223
1483,160
1391,6
1156,229
765,12
1639,228
609,95
1945,65
1083,135
661,338
1228,298
602,50
464,352
1663,52
176,148
763,230
472,173
491,138
16,344
290,7
1879,1
1093,26
1542,18
1555,16
1885,137
1548,140
1417,91
1724,155
1911,74
1775,125
1178,152
240,126
63,70
1886,113
616,87
1606,28
1913,127
945,190
1767,177
250,208
1533,14
1041,88
405,192
840,274
1113,111
875,150
427,80
498,290
1700,22
930,203
808,162
1895,39
1652,60
1189,217
1622,43
215,170
1824,184
1250,252
530,216
860,306
1486,55
74,198
1472,234
1003,193
1823,299
1326,231
1965,264
592,143
1595,132
1282,68
1423,278
1120,212
787,261
1914,349
14,166
1713,205
931,187
1917,224
1201,222
422,269
1278,248
356,98
1674,158
770,345
625,246
473,295
510,197
1107,194
1379,59
94,254
879,179
1615,378
1811,99
69,316
962,507
535,440
850,598
821,496
776,586
334,312
54,45
1223,8
1797,20
1632,25
5,10
1631,145
11,169
1821,69
1819,51
1096,82
170,46
1407,27
1212,53
242,129
84,109
952,240
1489,131
1884,161
1295,33
1901,201
728,191
897,106
433,287
565,317
1213,120
130,200
1086,277
1955,289
1177,71
346,225
128,110
1181,17
1194,268
209,389
1386,121
1803,72
1808,206
312,29
467,353
1648,323
310,153
178,364
431,335
29,476
368,4
1452,2
1946,35
908,79
1977,107
1692,64
1793,96
436,73
1209,75
830,118
709,89
304,21
175,104
1422,15
1585,112
1694,63
857,9
1121,36
900,49
77,41
1815,188
1854,81
628,108
1141,23
1480,151
1703,123
1691,229
507,176
46,130
207,57
1172,105
10,291
1287,168
741,282
531,141
573,307
1021,259
1675,346
919,393
1527,185
1175,181
1668,97
89,204
1701,258
360,93
384,351
182,56
688,103
920,76
1374,221
1550,311
1935,207
259,211
246,383
1586,417
825,454
1158,475
1022,149
777,61
1598,413
1937,462
899,427
1838,527
761,54
6,370
1058,452
1322,643
1727,540
912,459
802,24
1466,1
1859,11
58,86
1460,16
542,94
934,18
820,12
1419,140
1734,7
515,30
1475,101
534,37
222,175
575,22
871,126
51,34
241,92
1581,6
980,152
1289,67
658,65
399,28
462,48
660,3
1119,38
827,113
1801,127
330,158
1850,47
1649,208
1554,269
1493,128
509,147
1160,59
991,95
1495,219
634,150
389,189
1019,139
1090,171
1268,165
1082,190
631,170
1868,5
230,122
1579,66
635,202
1341,138
210,148
1759,246
400,146
1263,177
1088,182
775,164
1186,248
34,255
523,199
1392,198
766,224
78,442
1012,440
1883,116
1378,50
1150,194
538,137
122,235
396,226
454,210
1635,115
1347,43
1754,134
1525,13
1643,10
1693,72
1267,33
1488,83
687,29
1973,32
1465,14
1051,84
1276,98
739,135
570,124
1431,121
1478,58
1207,109
558,8
1459,119
1567,184
539,136
643,39
1033,53
1279,125
1260,131
1678,209
278,102
707,87
1049,254
1441,91
1582,230
839,111
1247,68
1388,238
333,51
710,166
1496,62
1817,82
1805,70
717,214
758,205
1746,120
798,302
47,277
714,289
1008,17
587,245
733,220
363,160
1092,195
551,27
1657,231
1970,257
1894,252
811,244
1396,316
1948,52
1662,215
641,162
1265,318
1776,129
90,323
1645,399
804,180
212,218
1404,203
1017,156
1839,364
1918,306
1763,237
925,174
64,283
1304,335
1880,312
120,197
902,217
1966,154
892,406
1851,100
1748,192
1501,402
1302,40
1617,88
1812,114
1626,240
1497,228
1342,80
1271,496
1782,69
373,242
125,216
1500,595
367,206
118,304
1117,157
1848,345
942,299
600,360
797,144
1742,376
1128,445
1218,508
1353,353
1436,435
1491,222
1590,132
1340,375
1448,334
1104,507
1190,528
1747,167
1802,684
1062,173
1162,650
1403,835
308,837
401,15
199,2
1508,26
1023,35
1166,54
434,73
1511,25
1383,49
1857,110
1956,60
1816,108
1655,46
134,118
695,112
1446,204
104,89
1627,186
1071,61
1310,97
606,41
1075,104
1677,71
750,172
1126,294
704,274
1936,45
951,251
813,159
757,223
1545,4
1564,346
1786,213
1425,330
1356,64
1576,200
1538,105
918,282
1963,74
601,243
1037,181
410,143
1714,279
578,261
1080,266
699,193
1930,19
450,268
1612,85
1481,21
1974,187
649,452
664,287
1593,383
1193,169
1580,319
1032,241
1394,378
1922,188
1102,476
461,191
1036,133
1750,265
319,417
1418,149
1630,540
582,454
1928,262
1903,256
1558,328
1440,280
957,151
973,207
1818,527
1553,99
513,250
493,518
1050,332
724,558
1513,9
1770,34
1730,18
326,22
994,37
1406,66
339,48
997,47
1778,20
1853,23
152,12
1961,96
756,1
1153,93
937,56
1155,113
1308,116
1721,150
1344,163
275,177
1432,106
294,92
1016,36
1030,67
357,130
1610,175
987,211
1774,212
1367,178
1450,94
1149,235
1182,76
1706,234
1800,75
1628,81
1361,170
1089,161
932,107
1145,194
721,78
911,146
1372,123
781,168
1833,190
1852,202
1244,44
814,259
1719,295
27,95
788,267
1469,127
1529,260
1409,199
1953,142
1566,307
488,349
1684,224
1205,147
1795,320
619,208
672,226
1768,219
1005,286
1311,405
139,182
874,201
1066,337
243,351
479,293
1681,352
1277,153
564,227
1011,189
1034,198
1179,301
435,298
1568,229
725,300
1867,138
1717,291
968,317
232,463
383,340
1337,421
1073,264
423,273
1512,359
1756,382
933,338
1771,246
1624,137
1535,393
1613,488
186,117
1536,50
1517,225
1968,248
155,185
954,456
1139,284
1726,269
1318,233
1896,275
1971,341
1188,475
938,145
560,236
1336,586
807,270
702,55
982,374
1944,347
1358,221
56,309
1299,410
1602,381
1240,348
1790,598
1570,519
392,314
1751,63
106,373
1013,271
192,86
358,329
1695,350
137,281
1642,440
829,416
481,290
1375,430
1842,326
1603,396
866,590
1765,371
193,643
1636,369
158,420
943,297
914,398
536,357
1725,395
1371,486
1916,438
1949,473
1122,441
1292,292
990,164
404,530
1255,481
355,272
1477,400
1076,285
1484,725
214,764
1516,726
939,665
1787,522
1826,384
1413,566
1471,757
1047,661
1210,630
181,419
895,767
597,913
1865,1094
1064,543
21,605
25,339
1798,996
605,436
559,7
98,40
1163,3
1869,10
504,32
1352,16
17,98
923,82
103,121
1014,38
307,43
219,27
1216,125
486,68
349,70
133,51
1862,11
760,162
425,8
382,101
91,245
1225,5
657,231
413,165
988,109
1305,57
1849,132
801,257
978,192
653,91
1458,79
293,124
489,102
1144,6
131,324
123,33
1272,176
1604,209
228,72
833,17
1370,311
883,310
1167,323
768,283
1373,218
503,255
1411,205
1733,173
1108,389
514,39
1506,103
1405,131
180,289
492,355
1208,302
1226,237
572,459
822,254
838,90
580,471
31,24
171,29
533,87
1097,196
692,139
1891,508
1161,65
1136,120
1523,128
645,442
1569,136
1737,462
1494,304
1219,428
726,247
966,413
1261,148
1111,263
85,362
1616,457
604,42
506,206
269,141
727,377
819,203
173,503
1334,154
1958,510
613,447
511,437
1934,220
1461,433
746,498
365,366
1042,322
1665,443
713,529
806,258
348,534
81,404
579,606
1362,305
524,477
1401,478
644,559
1052,427
1524,827
36,568
896,622
1077,26
700,25
887,13
861,58
1095,53
880,140
1060,41
736,15
1688,122
1762,152
1967,80
244,71
50,73
1978,69
70,4
1115,126
379,167
1202,129
525,111
590,100
1400,61
1789,59
335,60
561,89
4,62
677,193
617,14
1195,158
391,85
501,108
522,97
1676,149
1398,230
1722,169
668,187
1147,240
963,83
1547,184
1074,114
191,251
935,171
478,188
567,268
1363,195
1772,306
1866,319
1556,159
1328,261
629,54
1274,274
779,214
786,243
318,277
759,21
445,174
1243,325
1641,241
1424,151
15,385
129,262
1830,181
1813,19
1103,157
8,480
682,282
869,30
1736,476
1281,232
1,238
353,191
1672,474
148,74
1784,112
430,45
983,403
1531,215
1290,527
1387,296
1667,278
40,511
669,342
1087,406
998,223
197,253
1607,452
195,308
1269,334
1253,435
872,454
320,365
1931,363
1307,204
1532,333
1045,526
555,401
350,327
494,135
583,394
1408,650
858,434
594,315
1658,318
748,288
992,216
297,343
751,330
989,388
200,299
907,458
1687,502
1264,439
475,336
940,200
113,399
44,479
249,446
1348,520
1807,555
1831,276
1316,391
563,133
342,422
1222,453
323,313
1820,465
157,380
1171,328
1683,516
18,370
803,580
369,179
1377,335
1199,518
905,409
65,535
703,651
526,585
901,424
300,515
805,610
1232,525
110,417
1653,637
126,577
1284,364
546,645
1069,571
648,626
216,743
429,547
737,386
409,376
1309,731
456,703
1173,961
1142,1057
288,52
1203,46
915,104
1629,2
500,93
1783,28
1490,145
826,37
588,18
1035,1
41,119
174,49
466,113
306,9
438,160
258,116
1137,127
1709,67
1453,221
233,118
1563,156
316,177
402,34
720,95
314,36
1743,224
886,208
172,153
929,142
477,227
385,212
969,137
376,185
218,64
1132,22
1420,63
287,226
627,20
667,242
1707,190
426,180
366,307
116,316
22,244
1587,287
599,266
729,369
817,351
386,346
82,123
1942,383
1921,246
1596,359
188,293
1781,290
771,88
1780,320
499,236
873,219
1028,234
670,421
870,77
159,360
528,314
1502,110
38,211
227,507
443,252
1565,393
1380,166
1845,301
147,436
273,56
1939,50
119,217
211,134
557,143
1669,297
623,198
32,481
92,528
201,420
562,309
62,228
1600,419
1437,402
1393,684
1306,540
96,440
753,138
731,213
762,233
45,562
1000,408
146,96
1920,332
845,566
1198,470
344,99
322,426
285,572
1732,345
299,675
415,913
424,774
80,27
607,8
1843,12
354,40
1571,32
73,16
691,57
984,76
437,47
166,120
1368,87
816,7
234,35
909,144
711,109
1335,84
1168,103
1507,10
1773,209
1329,106
1932,107
107,189
1230,206
1927,79
1384,136
946,70
341,170
1572,81
206,128
313,175
683,196
1056,17
71,91
1552,5
1389,124
916,51
610,295
696,172
681,178
262,165
1809,72
662,48
1609,259
1220,176
773,312
9,66
603,279
893,202
254,248
742,347
1027,235
1673,150
1015,286
1221,323
780,147
364,270
1705,199
977,94
274,117
483,163
395,322
1369,82
1964,329
1463,337
1451,281
1148,302
1744,283
487,498
1333,427
190,442
1806,338
1238,396
1614,311
1131,275
189,410
1680,522
1324,404
851,273
778,413
697,194
1084,222
834,350
1239,164
527,300
769,247
1487,310
1908,258
1900,352
1345,90
1731,475
469,361
1710,210
1505,486
1656,462
421,478
371,412
1828,294
1476,595
161,497
23,265
1583,354
1646,725
791,726
257,148
1462,463
863,669
747,356
576,414
1608,799
815,524
809,13
1874,74
1068,25
1509,11
888,61
1170,39
1314,125
411,126
1856,41
99,112
115,169
345,23
1947,43
1578,186
674,89
33,97
1718,105
1410,3
955,122
1468,38
1871,42
876,151
100,146
1690,231
521,26
1285,162
1975,53
1829,102
337,215
1249,269
1180,159
835,282
647,168
1929,225
226,65
1954,24
1893,289
663,101
1376,108
1804,6
673,71
885,324
1573,243
340,135
440,33
1070,385
852,193
848,306
1620,263
685,158
678,204
1534,141
655,30
59,220
406,405
1544,133
83,85
124,355
1159,182
179,75
847,4
1457,229
1105,62
1184,260
97,327
922,330
1359,115
236,477
284,241
270,261
1905,256
985,55
336,267
154,364
1758,448
1514,201
948,446
149,284
1059,254
1902,216
1026,245
574,568
591,924
1528,22
321,2
810,45
1245,83
636,14
223,1
730,15
1526,80
302,98
87,130
868,69
114,46
1259,67
1433,86
735,19
468,195
93,29
142,114
611,177
394,116
680,68
453,88
7,161
160,92
1888,208
1339,104
1280,264
496,60
1430,219
1777,110
689,119
1164,299
1176,203
995,180
690,185
417,173
292,20
1063,188
1835,353
317,192
198,95
303,234
1637,96
347,257
666,131
1766,157
671,419
1788,288
646,308
1381,58
996,277
1415,142
1715,274
1840,293
153,271
1898,174
552,417
75,218
1010,298
1275,394
701,433
398,21
465,369
505,291
359,139
1539,297
1520,305
296,59
862,152
795,184
1065,171
1054,44
324,276
764,155
12,590
1169,443
1882,508
849,518
1039,482
640,334
419,418
589,140
608,111
1464,238
1091,230
1078,36
329,37
554,76
1498,7
407,10
